날짜,종가,전일비,시가,고가,저가,거래량
2002.06.11,350000,0,350000,351000,344000,440162
2002.06.10,350000,5000,349000,352500,348000,560056
2002.06.07,345000,10500,345500,349500,344000,789281
2002.06.05,355500,3500,358000,362500,354500,508345
2002.06.04,352000,1000,341000,354000,340500,568130
2002.06.03,351000,9000,336000,354000,336000,698025
2002.05.31,342000,13000,354000,356500,342000,894746
2002.05.30,355000,7000,356500,360500,352000,627422
2002.05.29,362000,7500,365000,365000,354000,780641
2002.05.28,369500,8000,362500,370000,360500,469593
2002.05.27,361500,4500,360000,369500,359500,387056
2002.05.24,366000,6000,368000,371000,365000,688056
2002.05.23,360000,10000,367000,369000,359500,740371
2002.05.22,370000,14000,355000,370000,351500,759299
2002.05.21,356000,14000,364500,368000,355000,806714
2002.05.20,370000,12500,380000,380500,370000,604934
2002.05.17,382500,12500,375000,383500,373500,807100
2002.05.16,370000,6000,376000,376500,369500,612939
2002.05.15,376000,18000,368000,381000,367000,1412274
2002.05.14,358000,22500,347000,358500,345000,1194658
2002.05.13,335500,1500,328000,338500,320500,1351427
2002.05.10,334000,28000,350500,355000,332000,2000383
2002.05.09,362000,500,377000,378000,362000,1494429
2002.05.08,362500,10500,358000,369000,356500,1066519
2002.05.07,352000,4000,340500,352000,335000,1440529
2002.05.06,348000,22000,356500,361000,348000,1102792
2002.05.03,370000,9500,372000,374500,363000,1110728
2002.05.02,379500,2500,387000,387000,376500,1038085
2002.04.30,382000,1000,383000,388500,378000,895732
2002.04.29,381000,19000,390000,396500,380500,1066608
2002.04.26,400000,13000,407000,411500,399500,1166488
2002.04.25,413000,19000,421500,426000,412500,1020219
2002.04.24,432000,5000,423000,432000,418000,799632
2002.04.23,427000,17000,410000,428000,405500,1197826
2002.04.22,410000,14000,403000,417000,402000,1234419
2002.04.19,396000,10500,406500,413500,396000,1239727
2002.04.18,406500,500,400000,408500,397500,975720
2002.04.17,406000,17000,400500,411000,399000,1540512
2002.04.16,389000,4000,385000,391000,381500,850537
2002.04.15,385000,16000,372000,388000,372000,853327
2002.04.12,369000,9500,359500,371500,355500,1108468
2002.04.11,359500,3500,357500,365000,356000,1433884
2002.04.10,356000,13000,369000,369500,355500,1303617
2002.04.09,369000,0,370000,373500,366000,1054820
2002.04.08,369000,20000,388000,388000,369000,1552027
2002.04.04,389000,15000,399000,399000,386500,1415939
2002.04.03,404000,5500,397500,405000,393000,1208603
2002.04.02,398500,24500,378000,398500,370000,1567922
2002.04.01,374000,6000,375000,384500,370500,1149349
2002.03.29,368000,10500,365000,371000,363000,738768
2002.03.28,357500,6000,362500,370000,357500,785277
2002.03.27,363500,14500,350000,365500,350000,1228204
2002.03.26,349000,9000,338500,349000,336500,843913
2002.03.25,340000,10500,353000,353000,340000,1090115
2002.03.22,350500,9000,345000,357000,339500,971982
2002.03.21,341500,7500,340000,345500,340000,672199
2002.03.20,349000,0,351000,356000,346500,862100
2002.03.19,349000,17000,333000,349000,333000,1260131
2002.03.18,332000,2000,335000,336000,329000,1036710
2002.03.15,330000,14000,334000,336500,329000,1430383
2002.03.14,344000,4000,344500,345000,329000,2115723
2002.03.13,348000,5000,345500,352500,345500,668868
2002.03.12,353000,4500,344000,353500,343000,787357
2002.03.11,348500,500,350000,352000,343500,722758
2002.03.08,349000,7000,355000,357500,345500,734248
2002.03.07,356000,7000,368500,368500,355500,495617
2002.03.06,363000,2000,361000,368000,357500,619124
2002.03.05,361000,11000,363500,364000,356000,962357
2002.03.04,350000,7000,350500,363000,350000,1219028
2002.02.28,343000,7000,350000,350500,343000,861598
2002.02.27,350000,13000,333000,350000,333000,917566
2002.02.26,337000,5000,341000,344000,333000,681164
2002.02.25,332000,1500,330500,336500,326500,679126
2002.02.22,333500,4500,327500,334000,326500,942408
2002.02.21,338000,2000,343000,344500,327000,1031960
2002.02.20,340000,2500,335000,343500,335000,699601
2002.02.19,342500,500,345000,352000,339500,725499
2002.02.18,343000,1500,341000,345500,339000,713981
2002.02.15,341500,13500,347000,350000,340500,857239
2002.02.14,355000,34000,337000,355000,331500,1967365
2002.02.08,321000,6000,316000,321000,311000,682188
2002.02.07,315000,4000,315000,323000,312000,739516
2002.02.06,319000,4000,320000,324000,318000,636965
2002.02.05,323000,11000,310000,324500,307000,973561
2002.02.04,312000,3000,310000,316500,309000,476171
2002.02.01,309000,8500,310000,316000,304500,712813
2002.01.31,300500,2500,308000,310500,300500,734664
2002.01.30,303000,12000,300500,309000,300500,791627
2002.01.29,315000,3500,318500,322500,314500,642877
2002.01.28,318500,4500,329000,329000,317500,674726
2002.01.25,323000,13000,316500,328500,313000,1137546
2002.01.24,310000,2000,311000,318500,309000,768310
2002.01.23,308000,8000,290000,309500,289000,798014
2002.01.22,300000,9000,292000,302500,292000,657912
2002.01.21,291000,5000,290000,292000,286000,825347
2002.01.18,296000,4000,300500,302000,294000,885232
2002.01.17,300000,1500,295000,303000,293000,1112140
2002.01.16,301500,10500,307500,312500,301500,1206614
2002.01.15,312000,18000,321500,323000,308000,1377508
2002.01.14,330000,24000,302500,330000,302000,978026
2002.01.11,306000,2000,312000,317500,302000,953687
2002.01.10,308000,14500,318000,321000,308000,1096986
2002.01.09,322500,11000,310500,322500,309500,902401
2002.01.08,311500,6500,319500,319500,309500,760142
2002.01.07,318000,1000,313000,321500,308500,1029132
2002.01.04,319000,17000,319000,320500,314500,1009482
2002.01.03,302000,6000,305000,309500,301000,885636
2002.01.02,308000,29000,283000,308000,281000,1142079
2001.12.28,279000,9000,280000,281000,275500,769638
2001.12.27,270000,12000,260000,271000,259000,807120
2001.12.26,258000,5500,256500,259500,254000,434969
2001.12.24,252500,1000,252500,258000,250500,408625
2001.12.21,251500,13500,255000,259500,250000,833009
2001.12.20,265000,1000,260000,270500,255500,648790
2001.12.19,264000,3500,265500,267500,262500,617413
2001.12.18,260500,10000,254000,269500,254000,1134564
2001.12.17,250500,4500,250500,257500,246000,825153
2001.12.14,255000,10000,255500,261500,254500,930212
2001.12.13,265000,5000,270000,271500,261000,1275323
2001.12.12,270000,11500,258000,271000,251500,1077931
2001.12.11,258500,1500,252000,259500,248500,1052531
2001.12.10,260000,23500,279000,279000,258500,1305630
2001.12.07,283500,8500,270000,286500,266500,1174187
2001.12.06,275000,10500,278000,293000,267500,2292641
2001.12.05,264500,34500,238000,264500,237000,2302638
2001.12.04,230000,5500,226500,230500,222000,654850
2001.12.03,224500,6500,221500,225000,214500,657275
2001.11.30,218000,8000,223000,223000,216500,624634
2001.11.29,210000,9000,214500,224500,208500,1065368
2001.11.28,219000,12000,227000,230000,217500,594097
2001.11.27,231000,1000,232000,233000,228500,839258
2001.11.26,230000,8000,223500,231000,223500,759876
2001.11.23,222000,6000,217000,222500,215000,547400
2001.11.22,216000,5000,211500,216000,208000,351957
2001.11.21,211000,2500,208000,215000,207500,668676
2001.11.20,213500,5000,220000,223000,213500,753937
2001.11.19,218500,9500,205000,220000,205000,786310
2001.11.16,209000,500,208000,209500,203500,715938
2001.11.15,209500,5500,210500,214500,207500,725548
2001.11.14,215000,15000,205000,215000,203000,1500609
2001.11.13,200000,0,196000,200000,195000,600257
2001.11.12,200000,1500,200500,202500,196500,470021
2001.11.09,198500,5500,195000,200500,193000,1308756
2001.11.08,193000,2500,190500,193500,190000,752072
2001.11.07,190500,500,191000,191500,188500,885396
2001.11.06,190000,5000,189000,191500,188000,1060255
2001.11.05,185000,2000,183500,185000,181000,603653
2001.11.02,183000,4000,181500,183500,181500,758497
2001.11.01,179000,5500,177000,181500,174000,685945
2001.10.31,173500,500,170500,174000,170500,579648
2001.10.30,174000,10000,177000,179000,173500,676544
2001.10.29,184000,3000,183000,185000,180500,509692
2001.10.26,181000,2000,183000,184500,179000,956467
2001.10.25,183000,2500,185000,185000,181000,552279
2001.10.24,185500,11500,178000,185500,177500,1122341
2001.10.23,174000,4500,175000,176500,172500,791601
2001.10.22,169500,500,173000,173500,166500,374651
2001.10.19,170000,7000,165000,170500,163000,831100
2001.10.18,163000,1000,161500,163000,158500,437077
2001.10.17,164000,5000,163000,165000,161500,571926
2001.10.16,159000,1000,158000,161500,158000,312417
2001.10.15,160000,3000,160000,162000,159000,348550
2001.10.12,163000,4000,166000,167000,162500,945385
2001.10.11,159000,10000,154000,160000,153500,1163439
2001.10.10,149000,2500,149500,150500,148000,337119
2001.10.09,151500,5500,148000,153000,148000,792657
2001.10.08,146000,1500,147000,148000,144500,398747
2001.10.05,147500,2000,146000,148500,143500,800783
2001.10.04,145500,5500,150000,150000,143000,1298572
2001.09.28,140000,500,144000,145000,139000,945715
2001.09.27,140500,1000,138000,140500,134000,730010
2001.09.26,141500,1500,141000,143500,139500,665570
2001.09.25,143000,5000,153000,153500,143000,841381
2001.09.24,148000,5500,140500,148000,140500,1139615
2001.09.21,142500,11500,145000,147000,139500,1308363
2001.09.20,154000,10000,160000,160000,151500,1227672
2001.09.19,164000,3500,165000,167000,163000,431180
2001.09.18,167500,3500,169500,170000,165000,497444
2001.09.17,164000,5500,165000,168000,162000,569053
2001.09.14,169500,2000,172000,172500,164500,663586
2001.09.13,171500,10000,168000,173000,166000,1194979
2001.09.12,161500,25500,160000,173000,160000,1699446
2001.09.11,187000,4500,190000,192500,186000,316200
2001.09.10,191500,500,188500,191500,186500,280072
2001.09.07,191000,2500,188000,191000,184500,456798
2001.09.06,188500,1000,190000,192500,188000,349882
2001.09.05,189500,7000,192000,192500,187500,420443
2001.09.04,196500,8500,188000,197000,187500,375560
2001.09.03,188000,2000,190500,191000,187500,209020
2001.08.31,190000,6000,193000,194000,187500,516960
2001.08.30,196000,500,192000,197000,192000,251777
2001.08.29,196500,500,195000,198500,193000,382787
2001.08.28,197000,2000,200000,200000,196500,410733
2001.08.27,199000,7000,198000,201000,196000,759108
2001.08.24,192000,500,192000,194000,189000,150355
2001.08.23,192500,0,193500,195500,190000,298954
2001.08.22,192500,6500,181500,192500,181500,435449
2001.08.21,186000,4000,191000,192500,185000,434725
2001.08.20,190000,6000,190000,191500,189000,188771
2001.08.17,196000,1000,195000,198000,193500,354953
2001.08.16,195000,2500,192000,195000,191000,366645
2001.08.14,197500,6000,195000,198000,193500,424405
2001.08.13,191500,5000,188500,191500,187500,372898
2001.08.10,186500,3500,185500,189000,185500,231661
2001.08.09,183000,7000,184500,186500,183000,583411
2001.08.08,190000,3000,191000,192000,187000,268180
2001.08.07,193000,6000,194000,195000,190500,441781
2001.08.06,199000,500,196500,200000,195000,322611
2001.08.03,199500,4000,200000,201000,197500,655941
2001.08.02,195500,2500,201000,202000,194000,635840
2001.08.01,198000,8500,191500,199500,190500,1157583
2001.07.31,189500,4000,187000,190500,186000,444664
2001.07.30,185500,0,188000,189000,184500,401109
2001.07.27,185500,4000,186500,189500,184500,576045
2001.07.26,181500,3000,179500,182500,179500,437342
2001.07.25,178500,5000,173000,179500,172000,418182
2001.07.24,173500,500,170000,175500,170000,429673
2001.07.23,173000,3000,175000,175000,171500,425554
2001.07.20,176000,1000,176000,180000,173500,592597
2001.07.19,177000,9500,166500,177000,165500,746507
2001.07.18,167500,500,168000,171000,166500,668626
2001.07.16,167000,3000,168500,169500,163000,558267
2001.07.13,170000,6000,182000,182000,168000,931217
2001.07.12,176000,7000,174000,178000,173000,1327393
2001.07.11,169000,1000,164000,170500,164000,759411
2001.07.10,170000,1000,172000,174500,169500,653353
2001.07.09,171000,12500,175000,177000,169500,1632709
2001.07.06,183500,9500,187000,188500,182500,760498
2001.07.05,193000,4000,197000,197500,193000,311035
2001.07.04,197000,2500,192000,197000,192000,274111
2001.07.03,194500,1500,195000,195500,193500,406148
2001.07.02,193000,1000,192000,194000,190500,465694
2001.06.29,192000,4500,192000,192500,190000,613537
2001.06.28,187500,1500,185000,189500,184500,540822
2001.06.27,186000,3000,189500,190000,185000,819708
2001.06.26,189000,4500,193500,195000,189000,670094
2001.06.25,193500,0,192000,196500,190000,518554
2001.06.22,193500,4500,197000,197000,191000,893742
2001.06.21,198000,2000,200000,202000,196000,816100
2001.06.20,200000,5500,203000,203500,199500,770358
2001.06.19,205500,500,205000,208500,204000,625581
2001.06.18,205000,4500,209000,209000,204000,681948
2001.06.15,209500,2000,209500,210000,206000,817467
2001.06.14,211500,2500,213500,215500,210000,556866
2001.06.13,214000,3000,215000,215500,210000,472921
2001.06.12,211000,3000,211000,215000,210500,483939
2001.06.11,214000,9500,216500,219000,214000,493626
2001.06.08,223500,9500,221000,225500,220000,854889
2001.06.07,214000,11000,204000,215500,204000,799372
2001.06.05,203000,9000,207000,212000,202000,1030410
2001.06.04,212000,0,213000,215500,211500,399194
2001.06.01,212000,0,215000,215000,210500,586304
2001.05.31,212000,11500,216000,217000,209500,1271938
2001.05.30,223500,8500,225000,226500,222500,636313
2001.05.29,232000,9500,221500,232000,221500,485640
2001.05.28,222500,500,221000,224000,219000,369666
2001.05.25,222000,4500,227500,232500,221500,673974
2001.05.24,226500,8500,228000,230000,225500,605529
2001.05.23,235000,4000,230000,238000,229000,437809
2001.05.22,231000,2000,236000,239000,231000,976665
2001.05.21,229000,8500,225000,231000,221500,563256
2001.05.18,220500,1000,219000,221000,217000,378388
2001.05.17,221500,11000,220000,221500,217000,482133
2001.05.16,210500,6500,215000,218500,210000,517916
2001.05.15,217000,4500,220500,222500,214500,528436
2001.05.14,221500,1000,221000,223000,220000,286202
2001.05.11,220500,4500,223000,223500,220000,554183
2001.05.10,225000,0,225000,228000,222000,492487
2001.05.09,225000,4500,228000,229000,224500,413921
2001.05.08,229500,500,229500,231000,226000,336524
2001.05.07,230000,7000,225000,231500,224000,358957
2001.05.04,223000,7000,220500,225500,220500,656127
2001.05.03,230000,1000,231000,231000,224500,517991
2001.05.02,229000,0,235000,235000,227000,730267
2001.04.30,229000,12000,223000,231000,220500,764571
2001.04.27,217000,6500,220500,222500,215500,433980
2001.04.26,223500,2500,230000,230000,222500,784235
2001.04.25,226000,6000,217000,226000,216000,526949
2001.04.24,220000,7000,220500,221000,216500,623792
2001.04.23,227000,2500,224500,230500,223500,635721
2001.04.20,224500,10500,236000,239000,224500,898176
2001.04.19,235000,21000,231000,246000,229000,2626128
2001.04.18,214000,15500,205500,214000,203500,955879
2001.04.17,198500,1500,196000,201000,192500,336359
2001.04.16,197000,6000,203000,204000,197000,204097
2001.04.13,203000,2500,205000,207500,201500,776811
2001.04.12,200500,14500,197000,204500,195000,1473266
2001.04.11,186000,4000,189000,190000,186000,890351
2001.04.10,182000,3500,185500,187000,180500,783590
2001.04.09,185500,6500,189500,190500,185500,516809
2001.04.06,192000,9000,198000,198000,189000,1705837
2001.04.04,183000,7000,185000,187000,181500,1245631
2001.04.03,190000,9500,190500,193500,189500,921494
2001.04.02,199500,8500,202000,205000,198000,782843
2001.03.30,208000,3500,205500,208500,202000,602077
2001.03.29,204500,3000,204500,209000,202000,598422
2001.03.28,207500,0,213000,213000,207500,521567
2001.03.27,207500,9500,215000,215500,206000,626950
2001.03.26,217000,2000,220000,221500,217000,857488
2001.03.23,215000,16000,204500,218500,204000,1835148
2001.03.22,199000,5500,199000,199500,196000,749337
2001.03.21,193500,2500,186000,195000,185000,811004
2001.03.20,191000,1000,195000,196000,191000,429195
2001.03.19,190000,4500,190500,194000,188500,497387
2001.03.16,194500,1500,194000,196000,191500,466356
2001.03.15,196000,1000,189500,196500,188000,587410
2001.03.14,195000,13000,189500,195500,189000,785725
2001.03.13,182000,1500,178500,182500,177000,676313
2001.03.12,183500,8500,185000,188000,182500,772211
2001.03.09,192000,8500,197000,197000,191000,614474
2001.03.08,200500,500,197500,200500,195500,627296
2001.03.07,200000,10000,198000,200500,195000,1052875
2001.03.06,190000,4000,191000,192500,188000,510082
2001.03.05,186000,5500,176500,186000,176500,492456
2001.03.02,180500,6500,185000,185000,179000,890062
2001.02.28,187000,2500,185000,189000,185000,574345
2001.02.27,189500,2500,192000,197000,189500,773982
2001.02.26,192000,0,192500,193000,189000,713378
2001.02.23,192000,8500,196000,198500,191500,1537164
2001.02.22,200500,7500,204000,205000,197000,872169
2001.02.21,208000,4000,208000,210000,207000,390024
2001.02.20,212000,2500,209500,214000,209000,363573
2001.02.19,209500,3000,209000,210500,205000,457630
2001.02.16,212500,6000,207500,215500,206500,927555
2001.02.15,206500,7500,210000,210500,205000,698680
2001.02.14,199000,0,196000,202000,195000,394201
2001.02.13,199000,500,202000,205000,198500,445953
2001.02.12,198500,5000,192000,202500,192000,722293
2001.02.09,203500,500,202000,205000,199000,504637
2001.02.08,203000,8000,196000,203000,194500,693756
2001.02.07,195000,5500,198000,199500,195000,462650
2001.02.06,200500,1000,199000,201000,195500,630966
2001.02.05,201500,13000,208500,210000,199500,942754
2001.02.02,214500,1000,214500,219500,211000,546604
2001.02.01,213500,6500,213500,221000,209500,794640
2001.01.31,220000,14500,204500,220000,204500,1060930
2001.01.30,205500,4500,205000,208500,203500,787000
2001.01.29,201000,2000,200000,205000,198000,944935
2001.01.26,199000,28500,222500,224000,198500,1820526
2001.01.22,227500,2500,230000,230000,223500,845034
2001.01.19,230000,10000,235000,235000,226000,1084940
2001.01.18,220000,9000,212000,226500,212000,1153718
2001.01.17,211000,4000,203000,212000,203000,1051459
2001.01.16,207000,11000,198000,210000,192500,1041389
2001.01.15,196000,4000,193000,201000,192000,1029275
2001.01.12,192000,10000,190000,194500,188500,1058060
2001.01.11,182000,3500,189500,189500,182000,628239
2001.01.10,185500,6500,189000,190500,185000,824777
2001.01.09,192000,2000,191500,193000,185500,925608
2001.01.08,194000,1000,191000,195500,189000,845911
2001.01.05,195000,6000,188000,196000,185000,1562744
2001.01.04,189000,20500,189500,193500,183000,2398248
2001.01.03,168500,1000,161500,171000,161000,757143
2001.01.02,167500,9500,158000,169000,157000,789127
2000.12.26,158000,1000,161500,162000,158000,1208632
2000.12.22,157000,5000,162000,165000,156500,1275258
2000.12.21,162000,5000,156000,165000,153500,1532573
2000.12.20,167000,9500,171000,172500,166000,1073576
2000.12.19,176500,1500,178000,178500,175500,508982
2000.12.18,178000,3500,175000,179500,174500,687058
2000.12.15,174500,6500,181000,182000,174000,1059217
2000.12.14,181000,8000,181000,184000,178000,1339386
2000.12.13,189000,14000,175000,189000,175000,1682889
2000.12.12,175000,4000,179000,182500,175000,1474958
2000.12.11,179000,10500,174000,181500,174000,1411583
2000.12.08,168500,5500,163000,169500,163000,951501
2000.12.07,163000,2500,160500,163000,158000,860422
2000.12.06,160500,1500,170500,171500,160500,1917834
2000.12.05,162000,7000,158000,162500,156000,1168095
2000.12.04,155000,4000,161000,162500,154000,1037540
2000.12.01,159000,3000,154000,161000,152000,1928557
2000.11.30,162000,1000,161000,164500,157500,1266322
2000.11.29,161000,15000,165000,167500,160000,1086068
2000.11.28,176000,13000,182500,182500,175000,1195439
2000.11.27,189000,19000,180000,190000,178500,2004446
2000.11.24,170000,9500,165500,170000,163500,910673
2000.11.23,160500,3500,157000,163000,157000,892960
2000.11.22,157000,1000,155000,161000,154000,754289
2000.11.21,158000,3000,154000,158500,148500,1032456
2000.11.20,155000,6000,158000,160500,155000,535981
2000.11.17,161000,3000,159000,161500,157500,724553
2000.11.16,164000,5500,170000,171000,162500,748446
2000.11.15,169500,5000,172500,173000,166000,1114464
2000.11.14,164500,7000,160500,166000,160500,635154
2000.11.13,157500,11500,161000,163000,155000,1021457
2000.11.10,169000,1000,168000,172000,166000,702840
2000.11.09,170000,500,165000,171500,163000,1046171
2000.11.08,170500,1500,170000,173000,164000,1164384
2000.11.07,172000,3500,173000,177500,169000,1074804
2000.11.06,175500,3500,173000,183500,169000,1437330
2000.11.03,172000,6000,171000,173500,168500,1608435
2000.11.02,166000,3000,160000,171500,158500,2463636
2000.11.01,163000,20500,150000,163500,148000,1883300
2000.10.31,142500,5000,137500,142500,131500,1263847
2000.10.30,137500,4500,140000,144000,136000,736657
2000.10.27,142000,2500,148000,151000,142000,1463360
2000.10.26,144500,16000,146500,151500,137000,2665890
2000.10.25,160500,6500,160000,163000,156500,1374694
2000.10.24,167000,7000,159000,171000,155000,1942318
2000.10.23,160000,6500,174500,176000,158000,2799260
2000.10.20,166500,21500,162000,166500,159500,2376542
2000.10.19,145000,8500,136500,152500,134500,2754409
2000.10.18,136500,500,127000,138000,121000,3284311
2000.10.17,137000,21000,149000,154000,136500,1306045
2000.10.16,158000,6500,165000,169000,156500,2326392
2000.10.13,151500,5500,150000,154500,141500,2305962
2000.10.12,157000,4000,157000,164000,157000,1590749
2000.10.11,161000,22000,172500,173000,160500,2072111
2000.10.10,183000,1500,185000,190500,179500,1242900
2000.10.09,184500,10500,191000,192000,184000,1263995
2000.10.06,195000,2000,190000,195000,188000,1098710
2000.10.05,197000,2500,201000,204000,197000,1254995
2000.10.04,194500,4000,185000,197500,179500,1652739
2000.10.02,190500,11500,192000,194000,188000,822417
2000.09.29,202000,1000,206000,206000,197000,1150741
2000.09.28,203000,1500,205000,209500,201500,1049400
2000.09.27,201500,1500,200000,205000,198000,1395909
2000.09.26,200000,4500,195000,202000,195000,1168610
2000.09.25,204500,14500,194000,205500,192000,1319773
2000.09.22,190000,30000,192000,202500,189000,2065320
2000.09.21,220000,10000,229500,233000,216000,1308910
2000.09.20,230000,22000,230000,233000,223000,2068299
2000.09.19,208000,9500,199500,218500,195000,2010503
2000.09.18,198500,19000,200500,206000,185000,2926173
2000.09.15,217500,18000,225000,231000,215000,1653972
2000.09.14,235500,8500,230000,235500,222000,2122625
2000.09.08,244000,4500,245000,246500,239500,1143428
2000.09.07,239500,18000,247000,249000,238000,1678143
2000.09.06,257500,0,260000,264000,254500,1062450
2000.09.05,257500,9500,263000,267000,251500,1595388
2000.09.04,267000,10000,272000,277500,265500,572580
2000.09.01,277000,3500,277000,280000,271000,999150
2000.08.31,273500,28000,295000,295000,269000,2282425
2000.08.30,301500,9500,307000,309500,301000,474778
2000.08.29,311000,5500,316000,319000,308000,335311
2000.08.28,316500,3500,317000,319000,313000,352697
2000.08.25,320000,9000,309000,320000,305500,439289
2000.08.24,311000,1500,313000,315000,305000,634031
2000.08.23,309500,13500,322500,322500,308000,558191
2000.08.22,323000,9500,313000,323500,312000,554252
2000.08.21,313500,3500,310000,317000,309500,419000
2000.08.18,310000,12000,325000,326000,310000,427433
2000.08.17,322000,1000,324000,328000,317000,726926
2000.08.16,321000,20000,325000,326500,316500,1038360
2000.08.14,301000,3000,303000,308000,300000,474664
2000.08.11,298000,10000,300000,303500,294000,676890
2000.08.10,308000,8000,300000,308000,293000,816612
2000.08.09,300000,21000,284000,302000,284000,791495
2000.08.08,279000,0,283000,287500,278500,669550
2000.08.07,279000,17000,287000,288500,279000,575355
2000.08.04,296000,5500,296500,300500,292500,472137
2000.08.03,301500,2000,309000,309000,298500,556342
2000.08.02,303500,7500,305000,308500,296500,743825
2000.08.01,311000,16000,298000,313500,293500,1062466
2000.07.31,295000,8500,286500,295500,277500,932312
2000.07.28,286500,25000,290000,295500,285500,1660739
2000.07.27,311500,16000,311000,318000,305000,870865
2000.07.26,327500,13500,320000,329000,318000,1094925
2000.07.25,314000,5000,315500,320000,306000,1134767
2000.07.24,319000,27000,332000,337000,318000,980364
2000.07.21,346000,1000,348000,352500,338000,967901
2000.07.20,345000,15000,353000,355500,342000,806380
2000.07.19,360000,13000,368000,369500,357000,801065
2000.07.18,373000,4500,377500,381000,372000,392106
2000.07.14,377500,10500,389000,392000,377000,608514
2000.07.13,388000,6000,385000,394000,378500,976116
2000.07.12,382000,14000,376000,383000,373000,802868
2000.07.07,368000,3000,367000,373000,361500,811625
2000.07.06,365000,6500,362000,367500,359000,1206852
2000.07.05,371500,4000,369500,376000,367500,497988
2000.07.04,367500,7500,380000,381000,367500,656229
2000.07.03,375000,6000,372000,377500,371000,519515
2000.06.30,369000,5500,372000,377000,364500,705080
2000.06.29,374500,1500,380000,387000,369000,1222497
2000.06.28,376000,10500,361000,377000,361000,945903
2000.06.27,365500,5000,366000,372000,359500,910783
2000.06.26,360500,10500,355000,368000,349500,799690
2000.06.23,350000,2000,349000,350500,343000,584323
2000.06.22,352000,2000,362000,363500,348000,672733
2000.06.21,354000,3000,365000,369000,353500,751795
2000.06.20,357000,22000,347000,359000,341500,1195878
2000.06.19,335000,2000,330000,347500,327500,1071256
2000.06.16,337000,13000,345000,348000,335500,1329127
2000.06.15,350000,32000,378000,378000,350000,1224547
2000.06.14,382000,29000,361500,382000,354500,1260474
2000.06.13,353000,6500,353000,355000,343500,849970
2000.06.12,359500,8500,360000,364000,351500,990305
2000.06.09,351000,24500,330000,352000,326500,1277296
2000.06.08,326500,13500,333000,348000,326500,1171017
2000.06.07,340000,3000,330000,349000,325500,1067336
2000.06.05,337000,6000,346000,349000,334000,960247
2000.06.02,331000,16000,334500,345000,325500,1687778
2000.06.01,315000,7000,310000,320500,306000,1004689
2000.05.31,308000,18000,300000,314500,298000,1678705
2000.05.30,290000,17000,280000,290000,276000,1299038
2000.05.29,273000,7000,263000,284000,262000,1342608
2000.05.26,280000,20000,295000,299500,280000,1342077
2000.05.25,300000,10000,316500,319000,296500,1719303
2000.05.24,310000,9000,308000,318500,296000,1443050
2000.05.23,319000,14500,325000,335000,317500,825886
2000.05.22,333500,11500,336000,341500,331000,727774
2000.05.19,345000,5000,337000,345000,330000,829049
2000.05.18,340000,18000,337000,350000,334000,731638
2000.05.15,322000,14000,314500,326500,311000,942417
2000.05.12,308000,9500,321000,322000,308000,943445
2000.05.10,317500,1000,316000,319500,313500,552476
2000.05.09,318500,9500,325000,327000,317000,1010990
2000.05.08,328000,19000,320000,335000,315000,1053944
2000.05.04,309000,0,311000,318000,307000,522021
2000.05.03,309000,5000,312000,313000,304500,531786
2000.05.02,314000,14000,310000,326500,306000,1446713
2000.05.01,300000,0,275000,305000,273000,1510624
2000.04.28,300000,30000,275000,305000,273000,1510527
2000.04.27,270000,10000,276000,285000,270000,1082253
2000.04.26,280000,2000,291000,293000,280000,785860
2000.04.25,282000,8000,281000,288000,276000,698014
2000.04.24,290000,12500,298500,301500,288000,556613
2000.04.21,302500,1500,303000,309000,298500,528513
2000.04.20,301000,1000,298000,308000,296000,746719
2000.04.19,300000,2000,315000,323000,293000,1212342
2000.04.18,302000,26000,310000,312000,293000,1474625
2000.04.17,276000,37000,271000,287500,267000,1561048
2000.04.14,313000,32500,330000,334000,313000,1247397
2000.04.12,345500,19500,348000,351500,343000,705096
2000.04.10,365000,5000,375000,375000,360000,717709
2000.04.07,360000,26000,343000,363000,339000,847198
2000.04.06,334000,6000,343000,348000,334000,944729
2000.04.04,340000,15000,350000,364500,333000,1166838
2000.04.03,355000,20000,346000,366000,343000,1136142
2000.03.31,335000,17500,340000,353500,332500,1277121
2000.03.30,352500,30500,376000,378000,352500,1492996
2000.03.29,383000,31500,351500,384000,349000,1558559
2000.03.28,351500,11500,345000,363000,341000,1488500
2000.03.27,340000,0,348000,352000,335000,1354177
2000.03.24,340000,30000,316000,356000,309000,1805280
2000.03.23,310000,0,324000,329000,310000,1299012
2000.03.22,310000,16000,298000,315000,294000,1739537
2000.03.21,294000,11000,285000,297000,280500,898587
2000.03.20,283000,9000,280000,285500,276500,527321
2000.03.17,274000,4000,277000,278000,270000,481685
2000.03.15,270000,9500,260000,270000,256000,922141
2000.03.14,260500,1500,258500,269000,258000,601241
2000.03.13,259000,18000,274000,274500,258000,644358
2000.03.10,277000,4000,289500,290000,276000,572199
2000.03.09,281000,15000,298500,299000,281000,1117890
2000.03.08,296000,15000,276000,300000,275000,649288
2000.03.07,281000,1000,280000,282000,274000,601414
2000.03.06,282000,18000,300000,302500,280000,783020
2000.03.03,300000,6000,310000,312500,294000,2819891
2000.03.02,294000,38000,294000,294000,276000,2355092
2000.02.29,256000,16000,245000,257000,242000,1036420
2000.02.28,240000,16000,250000,252500,240000,602864
2000.02.25,256000,2500,254000,257500,249000,557527
